id,question_piece_id_list,opening_time,status,created_at,user_id
101703,"[1017318, 1017319, 1017320, 1017321, 1017322, 1017323, 1017324, 1017325, 1017326, 1017327]","2023-04-28 14:40:14",F,"2023-04-28 13:50:14",850150
101706,"[1017348, 1017349, 1017350, 1017351, 1017352, 1017353, 1017354, 1017355, 1017356, 1017357]","2023-04-28 13:53:07",F,"2023-04-28 13:50:22",849670
101721,"[1017498, 1017499, 1017500, 1017501, 1017502, 1017503, 1017504, 1017505, 1017506, 1017507]","2023-04-28 13:51:13",F,"2023-04-28 13:51:13",850102
101736,"[1017648, 1017649, 1017650, 1017651, 1017652, 1017653, 1017654, 1017655, 1017656, 1017657]","2023-04-28 14:41:51",F,"2023-04-28 13:51:51",850130
101746,"[1017748, 1017749, 1017750, 1017751, 1017752, 1017753, 1017754, 1017755, 1017756, 1017757]","2023-04-28 14:42:09",F,"2023-04-28 13:52:09",849493
101750,"[1017788, 1017789, 1017790, 1017791, 1017792, 1017793, 1017794, 1017795, 1017796, 1017797]","2023-04-28 14:42:19",F,"2023-04-28 13:52:20",849566
101757,"[1017858, 1017859, 1017860, 1017861, 1017862, 1017863, 1017864, 1017865, 1017866, 1017867]","2023-04-28 13:52:50",F,"2023-04-28 13:52:50",850176
101762,"[1017908, 1017909, 1017910, 1017911, 1017912, 1017913, 1017914, 1017915, 1017916, 1017917]","2023-04-28 13:53:03",F,"2023-04-28 13:53:03",850173
101783,"[1018118, 1018119, 1018120, 1018121, 1018122, 1018123, 1018124, 1018125, 1018126, 1018127]","2023-04-28 13:53:51",F,"2023-04-28 13:53:51",850180
101794,"[1018228, 1018229, 1018230, 1018231, 1018232, 1018233, 1018234, 1018235, 1018236, 1018237]","2023-04-28 14:44:32",F,"2023-04-28 13:54:32",850173
101811,"[1018398, 1018399, 1018400, 1018401, 1018402, 1018403, 1018404, 1018405, 1018406, 1018407]","2023-04-28 13:55:15",F,"2023-04-28 13:55:15",850186
101819,"[1018478, 1018479, 1018480, 1018481, 1018482, 1018483, 1018484, 1018485, 1018486, 1018487]","2023-04-28 14:45:31",F,"2023-04-28 13:55:31",849995
101823,"[1018518, 1018519, 1018520, 1018521, 1018522, 1018523, 1018524, 1018525, 1018526, 1018527]","2023-04-28 14:45:39",F,"2023-04-28 13:55:39",849103
101851,"[1018798, 1018799, 1018800, 1018801, 1018802, 1018803, 1018804, 1018805, 1018806, 1018807]","2023-04-28 14:31:25",F,"2023-04-28 13:56:33",850112
101862,"[1018908, 1018909, 1018910, 1018911, 1018912, 1018913, 1018914, 1018915, 1018916, 1018917]","2023-04-28 14:47:11",F,"2023-04-28 13:57:11",850186
101868,"[1018968, 1018969, 1018970, 1018971, 1018972, 1018973, 1018974, 1018975, 1018976, 1018977]","2023-04-28 13:57:19",F,"2023-04-28 13:57:19",850195
101876,"[1019048, 1019049, 1019050, 1019051, 1019052, 1019053, 1019054, 1019055, 1019056, 1019057]","2023-04-28 13:57:38",F,"2023-04-28 13:57:38",849535
101890,"[1019188, 1019189, 1019190, 1019191, 1019192, 1019193, 1019194, 1019195, 1019196, 1019197]","2023-04-28 14:48:16",F,"2023-04-28 13:58:16",850195
101899,"[1019278, 1019279, 1019280, 1019281, 1019282, 1019283, 1019284, 1019285, 1019286, 1019287]","2023-04-28 14:48:27",F,"2023-04-28 13:58:27",850152
101900,"[1019288, 1019289, 1019290, 1019291, 1019292, 1019293, 1019294, 1019295, 1019296, 1019297]","2023-04-28 14:48:29",F,"2023-04-28 13:58:29",849443
101911,"[1019398, 1019399, 1019400, 1019401, 1019402, 1019403, 1019404, 1019405, 1019406, 1019407]","2023-04-28 14:48:51",F,"2023-04-28 13:58:51",850180
101917,"[1019458, 1019459, 1019460, 1019461, 1019462, 1019463, 1019464, 1019465, 1019466, 1019467]","2023-04-28 14:49:05",F,"2023-04-28 13:59:05",849535
101920,"[1019488, 1019489, 1019490, 1019491, 1019492, 1019493, 1019494, 1019495, 1019496, 1019497]","2023-04-28 13:59:14",F,"2023-04-28 13:59:14",850208
101925,"[1019538, 1019539, 1019540, 1019541, 1019542, 1019543, 1019544, 1019545, 1019546, 1019547]","2023-04-28 14:49:33",F,"2023-04-28 13:59:33",849938
101934,"[1019628, 1019629, 1019630, 1019631, 1019632, 1019633, 1019634, 1019635, 1019636, 1019637]","2023-04-28 13:59:47",F,"2023-04-28 13:59:47",850212
101945,"[1019738, 1019739, 1019740, 1019741, 1019742, 1019743, 1019744, 1019745, 1019746, 1019747]","2023-04-28 14:50:25",F,"2023-04-28 14:00:25",849670
101948,"[1019768, 1019769, 1019770, 1019771, 1019772, 1019773, 1019774, 1019775, 1019776, 1019777]","2023-04-28 14:50:30",F,"2023-04-28 14:00:30",850208
101949,"[1019778, 1019779, 1019780, 1019781, 1019782, 1019783, 1019784, 1019785, 1019786, 1019787]","2023-04-28 14:00:32",F,"2023-04-28 14:00:33",850215
101954,"[1019828, 1019829, 1019830, 1019831, 1019832, 1019833, 1019834, 1019835, 1019836, 1019837]","2023-04-28 14:00:57",F,"2023-04-28 14:00:57",850217
101961,"[1019898, 1019899, 1019900, 1019901, 1019902, 1019903, 1019904, 1019905, 1019906, 1019907]","2023-04-28 14:51:18",F,"2023-04-28 14:01:18",849477
101989,"[1020178, 1020179, 1020180, 1020181, 1020182, 1020183, 1020184, 1020185, 1020186, 1020187]","2023-04-28 14:02:48",F,"2023-04-28 14:02:48",850229
101992,"[1020208, 1020209, 1020210, 1020211, 1020212, 1020213, 1020214, 1020215, 1020216, 1020217]","2023-04-28 14:53:00",F,"2023-04-28 14:03:00",850217
101994,"[1020228, 1020229, 1020230, 1020231, 1020232, 1020233, 1020234, 1020235, 1020236, 1020237]","2023-04-28 14:53:12",F,"2023-04-28 14:03:12",849450
101998,"[1020268, 1020269, 1020270, 1020271, 1020272, 1020273, 1020274, 1020275, 1020276, 1020277]","2023-04-28 14:53:21",F,"2023-04-28 14:03:21",850215
102010,"[1020388, 1020389, 1020390, 1020391, 1020392, 1020393, 1020394, 1020395, 1020396, 1020397]","2023-04-28 14:54:07",F,"2023-04-28 14:04:07",849471
102035,"[1020638, 1020639, 1020640, 1020641, 1020642, 1020643, 1020644, 1020645, 1020646, 1020647]","2023-04-28 14:55:24",F,"2023-04-28 14:05:25",849922
102068,"[1020968, 1020969, 1020970, 1020971, 1020972, 1020973, 1020974, 1020975, 1020976, 1020977]","2023-04-28 14:48:44",F,"2023-04-28 14:06:49",849974
102094,"[1021228, 1021229, 1021230, 1021231, 1021232, 1021233, 1021234, 1021235, 1021236, 1021237]","2023-04-28 14:08:11",F,"2023-04-28 14:08:11",850248
102110,"[1021388, 1021389, 1021390, 1021391, 1021392, 1021393, 1021394, 1021395, 1021396, 1021397]","2023-04-28 14:08:54",F,"2023-04-28 14:08:54",850255
102120,"[1021488, 1021489, 1021490, 1021491, 1021492, 1021493, 1021494, 1021495, 1021496, 1021497]","2023-04-28 14:59:09",F,"2023-04-28 14:09:09",849466
102123,"[1021518, 1021519, 1021520, 1021521, 1021522, 1021523, 1021524, 1021525, 1021526, 1021527]","2023-04-28 14:59:24",F,"2023-04-28 14:09:24",850248
102142,"[1021708, 1021709, 1021710, 1021711, 1021712, 1021713, 1021714, 1021715, 1021716, 1021717]","2023-04-28 15:00:17",F,"2023-04-28 14:10:17",850229
102153,"[1021818, 1021819, 1021820, 1021821, 1021822, 1021823, 1021824, 1021825, 1021826, 1021827]","2023-04-28 15:00:52",F,"2023-04-28 14:10:52",850255
102161,"[1021898, 1021899, 1021900, 1021901, 1021902, 1021903, 1021904, 1021905, 1021906, 1021907]","2023-04-28 15:01:35",F,"2023-04-28 14:11:35",849981
102176,"[1022048, 1022049, 1022050, 1022051, 1022052, 1022053, 1022054, 1022055, 1022056, 1022057]","2023-04-28 15:02:23",F,"2023-04-28 14:12:23",849451
102178,"[1022068, 1022069, 1022070, 1022071, 1022072, 1022073, 1022074, 1022075, 1022076, 1022077]","2023-04-28 15:02:44",F,"2023-04-28 14:12:44",850102
102179,"[1022078, 1022079, 1022080, 1022081, 1022082, 1022083, 1022084, 1022085, 1022086, 1022087]","2023-04-28 14:42:12",F,"2023-04-28 14:12:46",850039
102184,"[1022125, 1022127, 1022128, 1022130, 1022131, 1022133, 1022134, 1022135, 1022136, 1022137]","2023-04-28 14:12:57",F,"2023-04-28 14:12:57",850267
102185,"[1022138, 1022139, 1022140, 1022141, 1022142, 1022143, 1022144, 1022145, 1022146, 1022147]","2023-04-28 14:13:00",F,"2023-04-28 14:13:00",850269
102190,"[1022188, 1022189, 1022190, 1022191, 1022192, 1022193, 1022194, 1022195, 1022196, 1022197]","2023-04-28 15:03:17",F,"2023-04-28 14:13:17",849488
102199,"[1022278, 1022279, 1022280, 1022281, 1022282, 1022283, 1022284, 1022285, 1022286, 1022287]","2023-04-28 15:03:46",F,"2023-04-28 14:13:46",849963
102203,"[1022318, 1022319, 1022320, 1022321, 1022322, 1022323, 1022324, 1022325, 1022326, 1022327]","2023-04-28 15:03:58",F,"2023-04-28 14:13:58",849983
102233,"[1022618, 1022619, 1022620, 1022621, 1022622, 1022623, 1022624, 1022625, 1022626, 1022627]","2023-04-28 15:04:58",F,"2023-04-28 14:14:58",850269
102261,"[1022898, 1022899, 1022900, 1022901, 1022902, 1022903, 1022904, 1022905, 1022906, 1022907]","2023-04-28 14:16:23",F,"2023-04-28 14:16:23",850284
102276,"[1023048, 1023049, 1023050, 1023051, 1023052, 1023053, 1023054, 1023055, 1023056, 1023057]","2023-04-28 15:07:00",F,"2023-04-28 14:17:00",850267
102279,"[1023078, 1023079, 1023080, 1023081, 1023082, 1023083, 1023084, 1023085, 1023086, 1023087]","2023-04-28 16:16:50",F,"2023-04-28 14:17:04",849543
102281,"[1023098, 1023099, 1023100, 1023101, 1023102, 1023103, 1023104, 1023105, 1023106, 1023107]","2023-04-28 15:07:10",F,"2023-04-28 14:17:10",850284
102284,"[1023128, 1023129, 1023130, 1023131, 1023132, 1023133, 1023134, 1023135, 1023136, 1023137]","2023-04-28 14:17:23",F,"2023-04-28 14:17:23",838642
102287,"[1023158, 1023159, 1023160, 1023161, 1023162, 1023163, 1023164, 1023165, 1023166, 1023167]","2023-04-28 15:07:28",F,"2023-04-28 14:17:28",849438
102297,"[1023258, 1023259, 1023260, 1023261, 1023262, 1023263, 1023264, 1023265, 1023266, 1023267]","2023-04-28 15:00:14",F,"2023-04-28 14:18:02",850006
102315,"[1023438, 1023439, 1023440, 1023441, 1023442, 1023443, 1023444, 1023445, 1023446, 1023447]","2023-04-28 15:08:42",F,"2023-04-28 14:18:42",849452
102328,"[1023568, 1023569, 1023570, 1023571, 1023572, 1023573, 1023574, 1023575, 1023576, 1023577]","2023-04-28 15:09:21",O,"2023-04-28 14:19:21",838642
102339,"[1023678, 1023679, 1023680, 1023681, 1023682, 1023683, 1023684, 1023685, 1023686, 1023687]","2023-04-28 15:10:18",F,"2023-04-28 14:20:18",850077
102340,"[1023688, 1023689, 1023690, 1023691, 1023692, 1023693, 1023694, 1023695, 1023696, 1023697]","2023-04-28 14:20:23",F,"2023-04-28 14:20:23",850302
102349,"[1023778, 1023779, 1023780, 1023781, 1023782, 1023783, 1023784, 1023785, 1023786, 1023787]","2023-04-28 15:11:07",F,"2023-04-28 14:21:07",847375
102361,"[1023898, 1023899, 1023900, 1023901, 1023902, 1023903, 1023904, 1023905, 1023906, 1023907]","2023-04-28 14:21:44",F,"2023-04-28 14:21:44",850303
102362,"[1023908, 1023909, 1023910, 1023911, 1023912, 1023913, 1023914, 1023915, 1023916, 1023917]","2023-04-28 15:11:44",F,"2023-04-28 14:21:44",849439
102370,"[1023988, 1023989, 1023990, 1023991, 1023992, 1023993, 1023994, 1023995, 1023996, 1023997]","2023-04-28 15:12:07",F,"2023-04-28 14:22:07",849469
102371,"[1023998, 1023999, 1024000, 1024001, 1024002, 1024003, 1024004, 1024005, 1024006, 1024007]","2023-04-28 15:12:07",F,"2023-04-28 14:22:07",850302
102384,"[1024128, 1024129, 1024130, 1024131, 1024132, 1024133, 1024134, 1024135, 1024136, 1024137]","2023-04-28 15:12:56",F,"2023-04-28 14:22:56",849436
102394,"[1024228, 1024229, 1024230, 1024231, 1024232, 1024233, 1024234, 1024235, 1024236, 1024237]","2023-04-28 15:13:21",F,"2023-04-28 14:23:21",849454
102403,"[1024318, 1024319, 1024320, 1024321, 1024322, 1024323, 1024324, 1024325, 1024326, 1024327]","2023-04-28 15:13:47",F,"2023-04-28 14:23:47",850058
102407,"[1024358, 1024359, 1024360, 1024361, 1024362, 1024363, 1024364, 1024365, 1024366, 1024367]","2023-04-28 15:13:57",F,"2023-04-28 14:23:57",849946
102419,"[1024478, 1024479, 1024480, 1024481, 1024482, 1024483, 1024484, 1024485, 1024486, 1024487]","2023-04-28 15:14:43",F,"2023-04-28 14:24:43",849489
102420,"[1024488, 1024489, 1024490, 1024491, 1024492, 1024493, 1024494, 1024495, 1024496, 1024497]","2023-04-28 15:14:43",F,"2023-04-28 14:24:43",850057
102424,"[1024528, 1024529, 1024530, 1024531, 1024532, 1024533, 1024534, 1024535, 1024536, 1024537]","2023-04-28 15:15:05",F,"2023-04-28 14:25:05",849503
102426,"[1024548, 1024549, 1024550, 1024551, 1024552, 1024553, 1024554, 1024555, 1024556, 1024557]","2023-04-28 15:15:11",F,"2023-04-28 14:25:11",850007
102442,"[1024708, 1024709, 1024710, 1024711, 1024712, 1024713, 1024714, 1024715, 1024716, 1024717]","2023-04-28 14:25:51",F,"2023-04-28 14:25:51",850319
102451,"[1024798, 1024799, 1024800, 1024801, 1024802, 1024803, 1024804, 1024805, 1024806, 1024807]","2023-04-28 15:16:23",F,"2023-04-28 14:26:23",850319
102472,"[1025008, 1025009, 1025010, 1025011, 1025012, 1025013, 1025014, 1025015, 1025016, 1025017]","2023-04-28 15:17:22",F,"2023-04-28 14:27:22",849479
102527,"[1025558, 1025559, 1025560, 1025561, 1025562, 1025563, 1025564, 1025565, 1025566, 1025567]","2023-04-28 14:29:34",F,"2023-04-28 14:29:34",850334
102554,"[1025828, 1025829, 1025830, 1025831, 1025832, 1025833, 1025834, 1025835, 1025836, 1025837]","2023-04-28 14:43:47",F,"2023-04-28 14:31:16",849548
102564,"[1025928, 1025929, 1025930, 1025931, 1025932, 1025933, 1025934, 1025935, 1025936, 1025937]","2023-04-28 15:21:40",F,"2023-04-28 14:31:40",850334
102576,"[1026048, 1026049, 1026050, 1026051, 1026052, 1026053, 1026054, 1026055, 1026056, 1026057]","2023-04-28 15:22:18",F,"2023-04-28 14:32:18",849692
102582,"[1026105, 1026107, 1026109, 1026111, 1026112, 1026113, 1026114, 1026115, 1026116, 1026117]","2023-04-28 14:32:37",F,"2023-04-28 14:32:37",850344
102588,"[1026168, 1026169, 1026170, 1026171, 1026172, 1026173, 1026174, 1026175, 1026176, 1026177]","2023-04-28 15:22:49",F,"2023-04-28 14:32:49",849445
102630,"[1026588, 1026589, 1026590, 1026591, 1026592, 1026593, 1026594, 1026595, 1026596, 1026597]","2023-04-28 15:24:57",F,"2023-04-28 14:34:57",849475
102640,"[1026688, 1026689, 1026690, 1026691, 1026692, 1026693, 1026694, 1026695, 1026696, 1026697]","2023-04-28 15:25:36",F,"2023-04-28 14:35:36",849979
102688,"[1027168, 1027169, 1027170, 1027171, 1027172, 1027173, 1027174, 1027175, 1027176, 1027177]","2023-04-28 15:28:17",F,"2023-04-28 14:38:17",849864
102698,"[1027268, 1027269, 1027270, 1027271, 1027272, 1027273, 1027274, 1027275, 1027276, 1027277]","2023-04-28 15:28:33",F,"2023-04-28 14:38:33",849487
102740,"[1027688, 1027689, 1027690, 1027691, 1027692, 1027693, 1027694, 1027695, 1027696, 1027697]","2023-04-28 14:40:22",F,"2023-04-28 14:40:22",850378
102748,"[1027768, 1027769, 1027770, 1027771, 1027772, 1027773, 1027774, 1027775, 1027776, 1027777]","2023-04-28 15:30:51",F,"2023-04-28 14:40:51",850112
102757,"[1027858, 1027859, 1027860, 1027861, 1027862, 1027863, 1027864, 1027865, 1027866, 1027867]","2023-04-28 15:31:20",F,"2023-04-28 14:41:20",849762
102758,"[1027868, 1027869, 1027870, 1027871, 1027872, 1027873, 1027874, 1027875, 1027876, 1027877]","2023-04-28 15:31:23",F,"2023-04-28 14:41:24",850150
102775,"[1028038, 1028039, 1028040, 1028041, 1028042, 1028043, 1028044, 1028045, 1028046, 1028047]","2023-04-28 15:32:14",F,"2023-04-28 14:42:14",850378
102795,"[1028238, 1028239, 1028240, 1028241, 1028242, 1028243, 1028244, 1028245, 1028246, 1028247]","2023-04-28 15:33:11",F,"2023-04-28 14:43:11",850303
102867,"[1028958, 1028959, 1028960, 1028961, 1028962, 1028963, 1028964, 1028965, 1028966, 1028967]","2023-04-28 15:36:45",F,"2023-04-28 14:46:46",849446
102880,"[1029088, 1029089, 1029090, 1029091, 1029092, 1029093, 1029094, 1029095, 1029096, 1029097]","2023-04-28 15:37:21",F,"2023-04-28 14:47:21",849103
102897,"[1029258, 1029259, 1029260, 1029261, 1029262, 1029263, 1029264, 1029265, 1029266, 1029267]","2023-04-28 14:47:54",F,"2023-04-28 14:47:54",850388
102900,"[1029288, 1029289, 1029290, 1029291, 1029292, 1029293, 1029294, 1029295, 1029296, 1029297]","2023-04-28 14:47:59",F,"2023-04-28 14:47:59",849541
102904,"[1029328, 1029329, 1029330, 1029331, 1029332, 1029333, 1029334, 1029335, 1029336, 1029337]","2023-04-28 15:38:03",F,"2023-04-28 14:48:03",850098
102934,"[1029628, 1029629, 1029630, 1029631, 1029632, 1029633, 1029634, 1029635, 1029636, 1029637]","2023-04-28 15:39:28",F,"2023-04-28 14:49:28",849442
102935,"[1029638, 1029639, 1029640, 1029641, 1029642, 1029643, 1029644, 1029645, 1029646, 1029647]","2023-04-28 15:39:29",F,"2023-04-28 14:49:29",850195
102940,"[1029688, 1029689, 1029690, 1029691, 1029692, 1029693, 1029694, 1029695, 1029696, 1029697]","2023-04-28 15:39:37",F,"2023-04-28 14:49:37",849541
102943,"[1029718, 1029719, 1029720, 1029721, 1029722, 1029723, 1029724, 1029725, 1029726, 1029727]","2023-04-28 14:49:43",F,"2023-04-28 14:49:43",850412
102946,"[1029748, 1029749, 1029750, 1029751, 1029752, 1029753, 1029754, 1029755, 1029756, 1029757]","2023-04-28 14:49:44",F,"2023-04-28 14:49:44",850413
102959,"[1029878, 1029879, 1029880, 1029881, 1029882, 1029883, 1029884, 1029885, 1029886, 1029887]","2023-04-28 15:40:25",F,"2023-04-28 14:50:25",850152
102981,"[1030098, 1030099, 1030100, 1030101, 1030102, 1030103, 1030104, 1030105, 1030106, 1030107]","2023-04-28 15:41:07",F,"2023-04-28 14:51:07",850180
102982,"[1030108, 1030109, 1030110, 1030111, 1030112, 1030113, 1030114, 1030115, 1030116, 1030117]","2023-04-28 15:41:08",F,"2023-04-28 14:51:08",849464
102995,"[1030238, 1030239, 1030240, 1030241, 1030242, 1030243, 1030244, 1030245, 1030246, 1030247]","2023-04-28 15:00:14",F,"2023-04-28 14:51:45",850039
103013,"[1030418, 1030419, 1030420, 1030421, 1030422, 1030423, 1030424, 1030425, 1030426, 1030427]","2023-04-28 15:42:28",F,"2023-04-28 14:52:28",849535
103026,"[1030548, 1030549, 1030550, 1030551, 1030552, 1030553, 1030554, 1030555, 1030556, 1030557]","2023-04-28 15:43:05",F,"2023-04-28 14:53:05",849490
103029,"[1030578, 1030579, 1030580, 1030581, 1030582, 1030583, 1030584, 1030585, 1030586, 1030587]","2023-04-28 15:43:09",F,"2023-04-28 14:53:09",849974
103035,"[1030638, 1030639, 1030640, 1030641, 1030642, 1030643, 1030644, 1030645, 1030646, 1030647]","2023-04-28 15:43:20",F,"2023-04-28 14:53:20",849548
103039,"[1030678, 1030679, 1030680, 1030681, 1030682, 1030683, 1030684, 1030685, 1030686, 1030687]","2023-04-28 15:43:23",F,"2023-04-28 14:53:23",849670
103056,"[1030848, 1030849, 1030850, 1030851, 1030852, 1030853, 1030854, 1030855, 1030856, 1030857]","2023-04-28 15:44:01",F,"2023-04-28 14:54:01",850412
103060,"[1030888, 1030889, 1030890, 1030891, 1030892, 1030893, 1030894, 1030895, 1030896, 1030897]","2023-04-28 15:44:10",F,"2023-04-28 14:54:10",850208
103069,"[1030978, 1030979, 1030980, 1030981, 1030982, 1030983, 1030984, 1030985, 1030986, 1030987]","2023-04-28 14:54:29",F,"2023-04-28 14:54:29",850435
103122,"[1031508, 1031509, 1031510, 1031511, 1031512, 1031513, 1031514, 1031515, 1031516, 1031517]","2023-04-28 15:46:31",F,"2023-04-28 14:56:31",850031
103124,"[1031528, 1031529, 1031530, 1031531, 1031532, 1031533, 1031534, 1031535, 1031536, 1031537]","2023-04-28 14:56:32",F,"2023-04-28 14:56:32",850429
103133,"[1031618, 1031619, 1031620, 1031621, 1031622, 1031623, 1031624, 1031626, 1031628, 1031630]","2023-04-28 16:16:50",F,"2023-04-28 14:56:54",849512
103155,"[1031838, 1031839, 1031840, 1031841, 1031842, 1031843, 1031844, 1031845, 1031846, 1031847]","2023-04-28 15:48:03",F,"2023-04-28 14:58:03",849450
103156,"[1031848, 1031849, 1031850, 1031851, 1031852, 1031853, 1031854, 1031855, 1031856, 1031857]","2023-04-28 15:48:05",F,"2023-04-28 14:58:05",850429
103169,"[1031978, 1031979, 1031980, 1031981, 1031982, 1031983, 1031984, 1031985, 1031986, 1031987]","2023-04-28 15:48:39",F,"2023-04-28 14:58:39",850344
103187,"[1032158, 1032159, 1032160, 1032161, 1032162, 1032163, 1032164, 1032165, 1032166, 1032167]","2023-04-28 15:49:48",F,"2023-04-28 14:59:48",849922
103212,"[1032408, 1032409, 1032410, 1032411, 1032412, 1032413, 1032414, 1032415, 1032416, 1032417]","2023-04-28 15:00:58",F,"2023-04-28 15:00:58",850457
103221,"[1032498, 1032499, 1032500, 1032501, 1032502, 1032503, 1032504, 1032505, 1032506, 1032507]","2023-04-28 15:51:18",F,"2023-04-28 15:01:18",849466
103234,"[1032628, 1032629, 1032630, 1032631, 1032632, 1032633, 1032634, 1032635, 1032636, 1032637]","2023-04-28 15:01:47",F,"2023-04-28 15:01:47",850249
103245,"[1032738, 1032739, 1032740, 1032741, 1032742, 1032743, 1032744, 1032745, 1032746, 1032747]","2023-04-28 15:52:37",F,"2023-04-28 15:02:37",850039
103255,"[1032838, 1032839, 1032840, 1032841, 1032842, 1032843, 1032844, 1032845, 1032846, 1032847]","2023-04-28 15:52:58",F,"2023-04-28 15:02:58",850255
103261,"[1032898, 1032899, 1032900, 1032901, 1032902, 1032903, 1032904, 1032905, 1032906, 1032907]","2023-04-28 15:53:15",F,"2023-04-28 15:03:15",850249
103294,"[1033228, 1033229, 1033230, 1033231, 1033232, 1033233, 1033234, 1033235, 1033236, 1033237]","2023-04-28 15:54:58",F,"2023-04-28 15:04:58",849634
103307,"[1033358, 1033359, 1033360, 1033361, 1033362, 1033363, 1033364, 1033365, 1033366, 1033367]","2023-04-28 15:06:00",F,"2023-04-28 15:06:00",850475
103350,"[1033788, 1033789, 1033790, 1033791, 1033792, 1033793, 1033794, 1033795, 1033796, 1033797]","2023-04-28 15:58:11",F,"2023-04-28 15:08:11",850127
103362,"[1033908, 1033909, 1033910, 1033911, 1033912, 1033913, 1033914, 1033915, 1033916, 1033917]","2023-04-28 15:09:03",F,"2023-04-28 15:09:03",849486
103389,"[1034178, 1034179, 1034180, 1034181, 1034182, 1034183, 1034184, 1034185, 1034186, 1034187]","2023-04-28 16:00:17",F,"2023-04-28 15:10:17",850267
103401,"[1034295, 1034297, 1034299, 1034301, 1034302, 1034303, 1034304, 1034305, 1034306, 1034307]","2023-04-28 16:00:51",F,"2023-04-28 15:10:51",850457
103415,"[1034432, 1034434, 1034436, 1034438, 1034441, 1034443, 1034444, 1034445, 1034446, 1034447]","2023-04-28 16:01:42",F,"2023-04-28 15:11:42",850284
103433,"[1034618, 1034619, 1034620, 1034621, 1034622, 1034623, 1034624, 1034625, 1034626, 1034627]","2023-04-28 16:03:16",F,"2023-04-28 15:13:16",849963
103434,"[1034628, 1034629, 1034630, 1034631, 1034632, 1034633, 1034634, 1034635, 1034636, 1034637]","2023-04-28 16:03:17",F,"2023-04-28 15:13:17",849452
103437,"[1034658, 1034659, 1034660, 1034661, 1034662, 1034663, 1034664, 1034665, 1034666, 1034667]","2023-04-28 16:03:21",F,"2023-04-28 15:13:21",849444
103442,"[1034708, 1034709, 1034710, 1034711, 1034712, 1034713, 1034714, 1034715, 1034716, 1034717]","2023-04-28 16:03:39",F,"2023-04-28 15:13:39",847375
103446,"[1034748, 1034749, 1034750, 1034751, 1034752, 1034753, 1034754, 1034755, 1034756, 1034757]","2023-04-28 16:03:47",F,"2023-04-28 15:13:47",849469
103458,"[1034868, 1034869, 1034870, 1034871, 1034872, 1034873, 1034874, 1034875, 1034876, 1034877]","2023-04-28 16:04:15",F,"2023-04-28 15:14:15",850091
103472,"[1035008, 1035009, 1035010, 1035011, 1035012, 1035013, 1035014, 1035015, 1035016, 1035017]","2023-04-28 16:05:08",F,"2023-04-28 15:15:08",849439
103476,"[1035048, 1035049, 1035050, 1035051, 1035052, 1035053, 1035054, 1035055, 1035056, 1035057]","2023-04-28 16:05:27",F,"2023-04-28 15:15:27",850058
103477,"[1035058, 1035059, 1035060, 1035061, 1035062, 1035063, 1035064, 1035065, 1035066, 1035067]","2023-04-28 16:05:29",F,"2023-04-28 15:15:29",849488
103485,"[1035138, 1035139, 1035140, 1035141, 1035142, 1035143, 1035144, 1035145, 1035146, 1035147]","2023-04-28 16:05:58",F,"2023-04-28 15:15:58",850102
103499,"[1035278, 1035279, 1035280, 1035281, 1035282, 1035283, 1035284, 1035285, 1035286, 1035287]","2023-04-28 15:45:06",F,"2023-04-28 15:16:31",849995
103507,"[1035358, 1035359, 1035360, 1035361, 1035362, 1035363, 1035364, 1035365, 1035366, 1035367]","2023-04-28 23:49:35",F,"2023-04-28 15:16:52",850215
103509,"[1035378, 1035379, 1035380, 1035381, 1035382, 1035383, 1035384, 1035385, 1035386, 1035387]","2023-04-28 16:06:59",F,"2023-04-28 15:16:59",849493
103515,"[1035438, 1035439, 1035440, 1035441, 1035442, 1035443, 1035444, 1035445, 1035446, 1035447]","2023-04-28 16:07:09",F,"2023-04-28 15:17:09",849503
103517,"[1035458, 1035459, 1035460, 1035461, 1035462, 1035463, 1035464, 1035465, 1035466, 1035467]","2023-04-28 16:07:23",F,"2023-04-28 15:17:23",850007
103523,"[1035518, 1035519, 1035520, 1035521, 1035522, 1035523, 1035524, 1035525, 1035526, 1035527]","2023-04-28 15:45:06",F,"2023-04-28 15:17:32",849436
103548,"[1035768, 1035769, 1035770, 1035771, 1035772, 1035773, 1035774, 1035775, 1035776, 1035777]","2023-04-28 16:08:59",F,"2023-04-28 15:18:59",850319
103563,"[1035918, 1035919, 1035920, 1035921, 1035922, 1035923, 1035924, 1035925, 1035926, 1035927]","2023-04-28 16:09:48",F,"2023-04-28 15:19:48",849489
103617,"[1036458, 1036459, 1036460, 1036461, 1036462, 1036463, 1036464, 1036465, 1036466, 1036467]","2023-04-28 16:12:49",F,"2023-04-28 15:22:50",849928
103640,"[1036688, 1036689, 1036690, 1036691, 1036692, 1036693, 1036694, 1036695, 1036696, 1036697]","2023-04-28 15:58:15",F,"2023-04-28 15:24:24",849497
103664,"[1036928, 1036929, 1036930, 1036931, 1036932, 1036933, 1036934, 1036935, 1036936, 1036937]","2023-04-28 16:15:29",F,"2023-04-28 15:25:29",849479
103677,"[1037058, 1037059, 1037060, 1037061, 1037063, 1037064, 1037066, 1037068, 1037070, 1037072]","2023-04-28 16:16:32",F,"2023-04-28 15:26:32",849475
